År;Månad;Företag;M;L (FP);C;KD;S;V;MP;SD;Övriga;M FP C KD (1);S V MP (2);(1) - (2);Osäkra;Publicerad;Intervjperiod;Intervjuer (Bas);FI;PP;Intervjuer (Totalt);
2007;Juni;Skop;27,0;6,4;6,6;5,4;37,7;6,2;5,9;3,1;1,8;45,4;49,8;-4,4;9,0;;;1 114;;;;
2007;Juni;Temo;24,8;6,0;6,7;4,8;41,9;5,9;5,6;3,0;1,2;42,3;53,4;-11,1;15,1;24 juni;7 - 20 juni;2 206;;;;
2007;Juni;Sifo;25,3;6,6;7,1;3,8;40,9;4,6;7,2;3,4;1,2;42,8;52,7;-9,9;12,6;17 juni;4 - 14 juni;1 887;;;;
2007;Juni;SCB;23,9;5,9;6,5;4,4;45,0;5,0;5,5;;4;40,7;55,5;-14,8;;14 juni;2-28 maj;6 928;;;;
2007;Juni;Demoskop;30,1;7,2;6,1;3,8;37,7;3,6;8,2;2,7;0,6;47,2;49,5;-2,3;10,1;11 juni;31 maj - 6 juni;1 001;;;;
;;;;;;;;;;;;;;;;;;;;;;
2007;Maj;Sentio;22,0;6,4;6,2;4,6;42,8;5,0;7,0;3,1;2,8;39,2;54,8;-15,6;19,4;7 juni;22-31 maj;1 867;;;;
2007;Maj;Novus;23,2;6,3;5,7;4,8;42,8;4,4;6,5;3,1;3,2;40,0;53,7;-13,7;9,3;4 juni;14-27 maj;2 000;;;;
2007;Maj;Skop;26,4;6,3;7,7;5,5;38,0;5,7;5,8;3,3;1,4;45,9;49,5;-3,6;6,0;2 juni;23 april-22 maj;1 083;;;;
2007;Maj;Temo;23,8;5,2;7,5;4,4;45,0;4,4;5,8;2,7;1,3;40,9;55,2;-14,3;15,3;1 juni;14-30 maj;2 728;;;;
2007;Maj;Sifo;25,1;5,7;7,8;4,5;40,7;5,6;6,9;3,0;0,7;43,1;53,2;-10,1;13,5;20 maj;7-15 maj;1 900;;;;
2007;Maj;Novus;25,2;5,0;6,5;3,8;43,0;5,5;6,2;3,2;1,6;40,5;54,7;-14,2;8,8;;;;;;;
2007;Maj;Demoskop;29,2;4,2;5,8;2,9;41,6;5,1;6,8;2,7;1,7;42,1;53,5;-11,4;11,4;4 maj;25 april - 1 maj;1 006;;;;
;;;;;;;;;;;;;;;;;;;;;;
2007;April;Novus;28,1;4,5;5,7;3,6;41,7;5,4;6,1;2,8;2;41,9;53,2;-11,3;8,8;;;;;;;
2007;April;Skop;25,9;6,9;7,7;6,3;37,4;5,0;6,5;3,2;1,1;46,8;48,9;-2,1;6,0;2 maj;26 mars - 26 apri;1 079;;;;
2007;April;Temo;24,1;4,9;6,4;4,3;46,3;4,7;5,4;2,6;1,3;39,7;56,4;-16,7;14,6;27 april;11-25 april;2 216;;;;
2007;April;Sifo;24,3;5,4;6,3;5,4;44,1;4,3;5,4;3,4;1,5;41,4;53,8;-12,4;13,8;15 april;2-12 april;1 892;;;;
2007;April;Demoskop;29,7;5,3;5,6;4,7;40,9;6,0;5,5;;2,3;45,3;52,4;-7,1;11,1;9 april;28 mars - 3 april;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2007;Mars;Sentio;23,2;6,2;7,5;3,2;44,0;5,0;5,5;4,3;1,1;40,1;54,5;-14,4;;30 mars;20 - 26 mars;1 300;;;;
2007;Mars;Novus;25,6;6,3;7,1;3,3;40,0;5,7;6,4;3,5;2,1;42,3;52,1;-9,8;8,0;9 april;12 - 25 mars;2 000;;;;
2007;Mars;Temo;25,3;6,1;6,7;4,1;42,5;5,9;5,8;2,3;1,3;42,2;54,2;-12,0;13,8;29 mars;12 - 28 mars;2 688;;;;
2007;Mars;Skop;26,2;6,7;7,7;5,6;38,0;5,8;5,8;3,0;1,1;46,2;49,6;-3,4;5,0;25 mars;26 feb - 15 mars;1 090;;;;
2007;Mars;Sifo;25,9;5,6;6,9;5,6;39,3;6,1;5,8;3,1;1,7;44,0;51,2;-7,2;13,4;18 mars;5 - 15 mars;1 904;;;;
2007;Mars;Demoskop;28,0;6,2;6,8;4,4;39,5;4,8;6,7;;3,6;45,4;51,0;-5,6;8,9;12 mars;1-8 mars;1 004;;;;
;;;;;;;;;;;;;;;;;;;;;;
2007;Februari;Sentio;23,0;4,9;5,4;6,1;43,9;6,7;5,7;2,8;1,4;39,4;56,3;-16,9;;2 mars;20-26 febr;1 000;;;;
2007;Februari;Temo;25,2;5,6;6,8;5,2;41,4;5,0;6,7;2,5;1,6;42,8;53,1;-10,3;14,8;22-feb;7 - 21 febr;2 232;;;;
2007;Februari;Novus;25,7;5,8;6,5;4,3;40,5;6,1;6,0;2,9;2,2;42,3;52,6;-10,3;8,7;;29 jan - 25 febr;4 000;;;;
2007;Februari;Sifo;24,0;6,4;6,4;5,6;41,4;5,9;6,3;2,6;1,4;42,4;53,6;-11,2;13,9;18-feb;5 - 15 febr;1 890;;;;
2007;Februari;Skop;27,2;6,1;8,4;5,6;37,5;5,5;6,6;2,0;1,1;47,3;49,6;-2,3;6,0;11-feb;23 jan - 7 febr;1 201;;;;
2007;Februari;Demoskop;31,3;6,3;4,6;5,2;39,9;5,3;5,7;;1,7;47,4;50,9;-3,5;8,7;10-feb;1 - 8 febr;1 003;;;;
;;;;;;;;;;;;;;;;;;;;;;
2007;Januari;Sentio;25,2;5,2;6,1;4,9;41,3;6,6;6,1;;4,2;41,4;54,0;-12,6;;;23 - 29 jan;1 000;;;;
2007;Januari;Novus;26,2;5,6;5,6;4,5;40,5;6,0;6,1;3,6;1,9;41,9;52,6;-10,7;7,1;;2 - 28 jan;4 001;;;;
2007;Januari;Sifo;26,0;5,3;6,0;4,9;41,4;5,7;6,5;2,8;1,4;42,2;53,6;-11,7;11,6;21 jan;8-18 jan;1 908;;;;
2007;Januari;Temo;26,3;6,4;6,9;4,8;41,0;5,6;5,2;2,4;1,3;44,4;51,8;-7,4;14,6;20 jan;8-17 jan;1 725;;;;
2007;Januari;Skop;25,5;8,1;7,8;6,6;36,2;5,8;5,8;2,8;1,3;48,0;47,8;0,2;6,0;14 jan;5 dec - 3 jan;1 075;;;;
2007;Januari;Demoskop;31,7;5,9;6,3;4,0;41,5;4,3;4,5;;1,8;47,9;50,3;-2,4;11,4;13 jan;2 - 9 jan;1 011;;;;
2007;Januari;Novus;24,5;7,1;7,3;4,0;38,6;5,6;7,0;3,3;2,6;42,9;51,2;-8,3;7,0;8 jan;26 dec - 2 jan;1 000;;;;
2006;December;Sentio;24,0;6,2;6,7;6,2;40,7;6,3;5,7;;4,1;43,1;52,7;-9,6;;;;1 000;;;;
2006;December;Temo;26,4;6,1;6,7;5,1;40,8;5,8;5,3;2,2;1,5;44,3;51,9;-7,6;11,8;21 dec;7 - 20 dec;1 928;;;;
2006;December;Sifo;25,8;6,5;6,9;5,2;39,7;5,1;5,9;3,0;1,9;44,4;50,7;-6,3;13,4;17 dec;4 - 14 dec;1 896;;;;
2006;December;Novus;27,3;6,3;4,9;5,7;38,2;5,6;7,9;;4,1;44,2;51,7;-7,5;6,5;;4 - 10 dec;1 000;;;;
2006;December;SCB;24,9;6,8;7,1;5,7;40,4;5,4;5,5;2,6;1,6;44,5;51,3;-6,8;13,0;14 dec;30 okt - 24 nov;7 017;;;;
2006;December;Novus;26,4;7,4;6,1;5,4;38,1;5,7;6,7;;4,2;45,3;50,5;-5,2;5,7;;27 nov - 3 dec;1 000;;;;
2006;December;Demoskop;23,8;7,1;7,9;4,5;45,5;3,8;5,0;;2,5;43,3;54,3;-11,0;12,2;9 dec;28 nov - 5 dec;1 008;;;;
2006;December;Skop;27,3;8,1;8,3;5,7;35,1;5,5;5,5;2,4;2,1;49,4;46,1;3,3;4,0;5 dec;25 okt - 21 nov;1 087;;;;
2006;November;Temo;25,2;6,8;7,4;5,6;39,9;5,7;5,3;2,6;1,4;45,0;50,9;-5,9;12,6;24 nov;6-22 nov;2 920;;;;
2006;November;Sifo;25,5;6,3;6,7;5,3;38,9;5,7;6,6;3,1;2;43,8;51,2;-7,4;12,6;19 nov;6 - 16 nov;1 903;;;;
2006;November;Demoskop;27,3;7,0;8,3;4,8;38,4;4,4;5,4;;4,5;47,4;48,2;-0,8;9,8;11 nov;31 okt - 7 nov;1 002;;;;
2006;Oktober;Temo;26,9;7,1;7,1;5,7;37,0;5,9;5,7;2,5;2,2;46,8;48,6;-1,8;14,3;27 okt;9-25 okt;2 669;;;;
2006;Oktober;Sifo;26,3;8,3;7,3;5,9;35,4;5,6;5,4;3,4;2,4;47,8;46,4;1,4;10,8;22 okt;9-19 okt;1 883;;;;
2006;Oktober;Demoskop;29,3;8,4;7,3;5,1;33,5;5,8;7,4;;3,2;50,1;46,7;3,4;10,8;;26 sept - 2 okt;1 000;;;;
2006;September;Synovate Temo;28,8;7;7;8;33,6;6;4,3;2,2;0,9;50,8;43,9;6,9;21,9;16-sep;13, 14, 16 sept;1 689;;;;
2006;September;Sifo;25;9,2;7;7,4;34,8;5,8;5,3;;5,5;48,6;45,9;2,7;;16-sep;13 – 14 sept;1 932;;;;
2006;September;Skop;23,9;10,3;6,6;7,5;36,1;5,1;6,4;;4,1;48,3;47,6;0,7;;16-sep;;1 600;;;;
2006;September;Ruab;28,5;9,8;5,8;4,8;35,5;5,7;5,6;;4,3;48,9;46,8;2,1;26,5;16-sep;6 – 14 sept;2 040;;;;
2006;September;Synovate Temo;27,4;7,3;7,2;7,8;34,4;6,3;4,6;2,8;2,2;49,7;45,3;4,4;22,1;16-sep;12 - 14 sept;1 587;;;;
2006;September;Sifo;24,1;9,5;7;6,7;35,3;6,3;6,3;2;1;47,3;47,9;-0,6;;15-sep;11 - 13 sept ;1 581;;;;
2006;September;Sifo;24,3;7,9;7,4;7,6;36,7;6,6;5,4;1,5;1,4;47,2;48,7;-1,5;;14-sep;9 - 12 sept;1 200;;;;
2006;September;Demoskop;28,3;8,8;5,4;7,9;33,3;5,9;5,7;;4,6;50,4;44,9;5,5;14;14-sep;9 - 12 sept;1 012;;;;
2006;September;Synovate Temo;25,8;8,4;6,6;8,3;35,3;6,2;5;1,1;2,2;49,1;46,5;2,6;17,9;14-sep;7 - 12 sept;1 269;;;;
2006;September;Sifo;25,9;7,2;7,5;7,2;36,1;5,6;5,2;;5,3;47,8;46,9;0,9;;13-sep;8 - 11 sept;1 186;;;;
2006;September;Sifo;26,4;7,7;6,8;7,2;33,9;6,4;6,1;;5,4;48,1;46,4;1,7;;12-sep;7 - 10 sept;1 189;;;;
2006;September;Synovate Temo;25,8;8,1;7;7,4;34,8;6,5;5,7;;4,8;48,3;47,0;1,3;;12-sep;4 - 10 sept;1 793;;;;
2006;September;Sifo;24,5;9,6;6,3;7,3;34,2;7;5,5;;5,6;47,7;46,7;1,0;13,5;11-sep;6 - 9 sept ;1 200;;;;
2006;September;Sifo;24,5;9,6;6,4;7;34,4;6,5;6;;5,6;47,5;46,9;0,6;14,5;10-sep;5 - 8 sept ;1 214;;;;
2006;September;Synovate Temo;25,4;8,7;7,2;7,3;34,6;6,4;6,1;;4,5;48,6;47,1;1,5;20,8;09-sep;2 - 7 sept ;1 800;;;;
2006;September;Sifo;24,4;9,4;5,8;7,5;34,5;7,2;6,5;;4,8;47,1;48,2;-1,1;14,5;09-sep;4 - 7 sept;1 231;;;;
2006;September;Sifo;24,4;8,8;5,5;8;35,7;7,3;5,9;;4,4;46,7;48,9;-2,2;;08-sep;3 - 6 sept;1 164;;;;
2006;September;Sifo;26;7,6;6,2;7,5;35,7;7,1;5,7;;4,3;47,3;48,5;-1,2;;07-sep;1 - 5 sept;1 198;;;;
2006;September;Demoskop;27,2;11,3;5,9;5,5;34;7,5;4,1;;4,4;49,9;45,6;4,3;12,9;07-sep;29 aug - 5 sept;1 007;;;;
2006;September;Sifo;25,7;8,6;6;7,1;34,9;7,3;5,9;;4,4;47,4;48,1;-0,7;;06-sep;31 aug - 4sept;1 132;;;;
2006;September;Skop;23,3;11,3;6,6;7,4;33,1;7,2;5,8;;4,3;48,6;46,1;2,5;9;06-sep;23 aug - 4 sept;1 075;;;;
2006;September;Sifo;25,4;9,3;6,8;6,7;34,2;7,7;5,2;;4,8;48,2;47,1;1,1;13,9;05-sep;30 aug - 3 sept;1 062;;;;
2006;September;Synovate Temo;24,8;10,1;7,1;6,8;35,6;5,7;5,5;;2,6;48,8;46,8;2,0;20,8;05-sep;28 aug - 3 sept;1 903;;;;
2006;September;Sifo;23,9;11,5;6;6,7;34,2;6,9;6,3;;4,5;48,1;47,4;0,7;13,1;02-sep;28 - 31 aug;1 241;;;;
2006;September;Ruab;30,2;8,8;5;5,8;35,5;6,3;5,1;;3,3;49,8;46,9;2,9;29;01-sep;20 - 30 aug;2 067;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
